height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
176,70,1,2,65.0,46.0,56.0,60.0,29.0,54.0,65,36,55,31,53,59,74,57,35,26,LM
175,72,0,2,68.0,44.0,57.0,60.0,42.0,54.0,65,40,39,38,51,79,73,59,43,37,LW
177,68,1,2,69.0,47.0,51.0,58.0,56.0,68.0,40,46,43,35,55,62,70,65,53,32,CDM
177,74,0,2,65.0,23.0,46.0,47.0,57.0,50.0,62,55,35,27,38,61,51,59,30,33,LB
186,72,1,3,77.0,57.0,50.0,66.0,25.0,52.0,52,51,51,49,40,78,79,48,33,59,LM
190,82,1,2,59.0,30.0,42.0,41.0,58.0,70.0,26,55,40,31,49,46,42,76,58,32,CB
178,69,1,2,63.0,35.0,48.0,49.0,60.0,64.0,41,60,38,23,55,67,60,62,57,31,CB
175,74,0,2,71.0,47.0,53.0,57.0,52.0,62.0,58,49,40,42,54,59,66,62,55,47,LM
180,74,1,2,64.0,51.0,48.0,54.0,55.0,67.0,52,52,35,36,50,62,59,71,60,36,RB
186,80,1,2,63.0,33.0,38.0,39.0,62.0,50.0,29,59,29,33,30,44,75,67,51,46,CB
177,73,1,2,66.0,40.0,50.0,56.0,54.0,57.0,58,41,50,42,44,57,70,55,48,36,RB
183,76,1,2,56.0,31.0,48.0,54.0,56.0,64.0,29,48,36,26,54,60,61,62,55,30,CDM
176,69,1,2,66.0,30.0,45.0,53.0,55.0,56.0,56,48,41,23,39,80,54,53,54,13,RB
180,75,1,2,68.0,33.0,42.0,57.0,58.0,66.0,50,53,38,36,39,64,66,69,56,35,RWB
178,68,0,2,68.0,37.0,41.0,58.0,58.0,54.0,53,61,53,30,36,63,70,66,49,42,LB
181,79,1,2,67.0,36.0,47.0,55.0,56.0,63.0,49,49,32,25,43,63,67,69,49,31,RB
178,70,1,2,78.0,57.0,42.0,63.0,20.0,52.0,33,51,53,55,28,74,74,67,27,59,ST
183,72,0,3,73.0,57.0,57.0,61.0,32.0,46.0,57,49,63,62,54,60,67,49,34,61,LM
178,69,1,2,59.0,48.0,59.0,58.0,53.0,53.0,48,60,50,43,69,58,76,57,62,57,CM
179,67,1,2,70.0,61.0,60.0,54.0,25.0,55.0,62,59,60,53,64,63,68,74,55,58,RM
180,70,1,3,74.0,49.0,54.0,60.0,43.0,58.0,55,45,54,40,54,72,66,61,55,42,LW
189,80,0,2,66.0,54.0,52.0,58.0,30.0,60.0,54,55,44,37,45,57,49,51,42,45,LM
175,67,1,2,71.0,42.0,48.0,52.0,56.0,61.0,54,43,50,40,48,59,76,59,60,34,RB
186,70,1,3,68.0,51.0,59.0,61.0,38.0,50.0,52,48,60,60,58,70,66,54,46,52,CAM
173,65,1,2,90.0,58.0,45.0,58.0,21.0,51.0,45,55,45,31,42,62,74,64,35,60,ST
178,73,1,2,67.0,35.0,50.0,53.0,55.0,59.0,53,55,40,36,42,69,57,57,40,31,RB
175,83,1,3,69.0,52.0,53.0,57.0,31.0,59.0,52,31,38,33,53,55,64,52,33,42,LM
170,65,1,2,69.0,46.0,59.0,61.0,52.0,50.0,49,51,49,39,67,82,88,53,58,48,CM
172,64,1,2,63.0,50.0,57.0,62.0,54.0,51.0,48,42,54,48,55,79,83,54,52,48,CM
180,75,0,2,66.0,48.0,59.0,63.0,50.0,60.0,52,56,50,48,60,70,69,61,59,49,CM
176,70,1,2,76.0,43.0,56.0,57.0,51.0,66.0,69,49,50,41,55,70,69,70,63,31,LM
180,70,1,2,67.0,51.0,56.0,57.0,51.0,63.0,43,47,39,43,58,58,71,58,67,44,CDM
185,78,1,2,65.0,50.0,58.0,60.0,49.0,59.0,51,47,47,47,62,57,68,52,46,47,CM
182,80,0,2,74.0,35.0,45.0,53.0,55.0,61.0,49,51,38,28,47,69,63,61,45,42,LB
188,80,0,2,63.0,34.0,38.0,57.0,57.0,66.0,53,54,37,37,27,59,51,57,60,48,LB
181,68,1,2,57.0,54.0,58.0,64.0,30.0,41.0,54,40,55,41,49,50,66,34,29,62,LM
180,70,1,3,72.0,53.0,53.0,61.0,21.0,50.0,52,28,47,37,45,79,81,53,46,53,LW
185,88,1,2,63.0,37.0,48.0,48.0,60.0,71.0,33,60,35,34,58,55,42,64,59,36,CDM
184,73,1,2,59.0,32.0,44.0,48.0,58.0,66.0,34,58,39,21,45,49,60,67,59,32,CB
177,61,0,2,84.0,49.0,55.0,62.0,50.0,54.0,61,41,39,38,52,73,68,51,37,41,LB
175,60,0,2,68.0,52.0,57.0,63.0,52.0,51.0,48,48,50,42,59,73,74,58,48,46,CM
183,76,0,2,69.0,26.0,51.0,56.0,58.0,66.0,45,53,36,31,40,66,69,78,52,35,CB
183,65,1,2,61.0,50.0,55.0,66.0,36.0,49.0,47,43,60,45,53,54,58,60,46,55,CAM
180,75,1,2,58.0,31.0,46.0,40.0,61.0,61.0,59,58,32,29,38,42,54,68,46,47,CB
178,71,1,3,70.0,56.0,50.0,66.0,29.0,58.0,41,37,46,39,45,81,82,67,56,43,CAM
182,75,1,2,67.0,56.0,46.0,59.0,19.0,64.0,32,59,39,38,38,62,64,73,52,60,ST
177,82,0,2,77.0,29.0,43.0,57.0,53.0,72.0,60,50,26,31,38,56,70,63,59,33,LB
180,70,0,2,64.0,31.0,39.0,58.0,58.0,52.0,56,51,37,34,29,58,76,62,57,43,LB
184,79,1,2,59.0,46.0,56.0,56.0,58.0,61.0,56,55,45,40,58,59,64,56,59,46,CDM
183,73,1,2,62.0,50.0,58.0,61.0,54.0,57.0,55,55,45,42,62,68,69,55,52,45,CM
170,67,1,2,67.0,56.0,54.0,65.0,29.0,43.0,58,47,50,49,49,68,72,42,41,56,LW
173,64,0,2,58.0,36.0,37.0,57.0,62.0,50.0,47,56,40,42,32,54,81,63,59,46,LB
185,70,1,2,59.0,29.0,36.0,41.0,62.0,55.0,35,62,28,35,33,43,61,74,57,47,CB
181,77,0,2,64.0,31.0,36.0,54.0,66.0,57.0,43,54,37,32,32,56,62,57,52,41,LB
183,78,1,2,66.0,46.0,55.0,56.0,56.0,66.0,52,54,47,47,56,63,58,60,65,44,CDM
189,75,1,2,73.0,57.0,53.0,59.0,38.0,64.0,39,56,50,51,53,62,55,53,55,45,CAM
168,62,1,2,67.0,58.0,49.0,60.0,31.0,54.0,38,62,54,55,42,65,89,56,48,52,ST
179,73,1,2,62.0,29.0,45.0,48.0,60.0,56.0,27,51,34,26,58,34,65,67,47,46,CB
181,69,0,2,73.0,27.0,48.0,54.0,56.0,56.0,51,48,36,33,48,63,68,59,51,34,LB
173,65,1,2,86.0,58.0,41.0,59.0,34.0,67.0,32,48,43,33,34,73,77,75,61,53,ST
184,78,1,3,70.0,53.0,56.0,57.0,49.0,61.0,61,61,60,41,55,66,63,73,53,59,RWB
179,74,1,2,60.0,41.0,54.0,58.0,58.0,54.0,46,55,49,46,62,64,65,59,63,51,CDM
175,70,1,2,73.0,36.0,53.0,43.0,54.0,58.0,53,33,48,31,56,70,74,62,38,42,RWB
187,81,1,2,66.0,53.0,53.0,61.0,30.0,69.0,66,44,47,38,40,61,60,77,43,43,LM
180,72,0,2,64.0,42.0,57.0,60.0,59.0,52.0,43,51,47,40,62,59,72,61,58,51,CM
193,77,1,2,66.0,31.0,39.0,50.0,57.0,71.0,29,56,27,23,45,52,48,71,55,34,CB
194,78,0,2,52.0,61.0,49.0,50.0,25.0,64.0,41,68,51,38,39,54,46,56,41,66,ST
179,75,1,2,57.0,30.0,39.0,42.0,62.0,57.0,34,57,34,26,35,42,66,65,48,43,CB
186,80,1,2,68.0,35.0,49.0,54.0,61.0,61.0,42,61,38,33,55,52,52,55,56,40,CDM
170,65,1,2,64.0,55.0,53.0,60.0,24.0,44.0,58,31,45,33,38,59,75,50,30,49,RW
172,66,1,2,74.0,52.0,58.0,59.0,52.0,46.0,64,48,41,36,59,74,81,59,47,46,RB
187,73,1,2,50.0,31.0,43.0,44.0,61.0,58.0,38,61,30,28,42,41,47,64,58,39,CB
186,78,1,2,70.0,55.0,49.0,54.0,40.0,68.0,45,52,53,33,42,40,44,57,57,43,ST
185,75,0,2,72.0,33.0,45.0,57.0,54.0,59.0,51,45,38,34,44,52,71,80,58,38,LB
181,70,0,3,72.0,56.0,52.0,61.0,25.0,49.0,52,34,53,42,46,67,64,52,37,54,RW
178,68,1,2,62.0,46.0,60.0,62.0,40.0,41.0,53,25,57,58,60,73,60,35,45,21,CAM
172,67,1,2,76.0,44.0,55.0,65.0,53.0,51.0,39,46,60,35,59,84,82,59,61,39,CM
185,71,0,2,78.0,59.0,56.0,60.0,50.0,62.0,58,56,42,56,47,81,68,73,43,55,LB
172,64,1,2,66.0,43.0,59.0,59.0,49.0,56.0,55,50,36,38,64,58,84,55,54,46,CM
192,82,1,2,56.0,58.0,42.0,52.0,28.0,68.0,36,65,39,31,27,51,45,68,56,57,ST
188,77,0,3,75.0,55.0,54.0,61.0,24.0,60.0,54,49,63,64,50,67,58,61,38,55,RW
180,75,1,2,73.0,37.0,46.0,53.0,53.0,60.0,56,50,47,50,40,55,67,66,55,39,RB
184,80,0,2,65.0,57.0,53.0,57.0,43.0,63.0,46,61,45,38,55,51,66,70,50,63,ST
190,75,1,2,63.0,25.0,39.0,42.0,59.0,63.0,40,60,25,24,42,54,46,71,47,41,CB
171,73,1,3,64.0,54.0,52.0,61.0,28.0,51.0,56,36,45,39,38,63,70,49,37,42,RW
174,67,1,3,65.0,61.0,46.0,61.0,19.0,45.0,35,46,50,31,33,57,81,52,29,65,ST
172,70,1,2,61.0,51.0,55.0,60.0,58.0,73.0,45,56,32,39,61,61,65,76,64,42,CM
184,78,0,2,75.0,52.0,49.0,61.0,54.0,60.0,56,50,50,35,46,78,59,68,50,47,LM
173,57,1,2,66.0,50.0,58.0,69.0,48.0,45.0,52,39,54,47,59,71,78,54,42,48,CM
182,79,1,2,56.0,42.0,57.0,59.0,55.0,58.0,41,49,34,38,61,54,66,65,51,37,CM
188,75,1,2,53.0,47.0,55.0,56.0,59.0,61.0,48,62,43,50,57,56,54,59,50,56,CDM
173,69,0,2,65.0,32.0,40.0,60.0,56.0,54.0,51,53,42,42,35,59,53,60,59,49,LB
190,80,1,2,54.0,32.0,45.0,54.0,57.0,59.0,30,52,33,26,58,46,46,74,53,46,CB
183,76,0,2,65.0,34.0,51.0,53.0,57.0,65.0,46,52,30,34,55,56,56,70,58,33,CB
181,76,0,2,58.0,49.0,57.0,59.0,49.0,56.0,58,56,50,40,57,55,62,62,52,57,LM
191,84,1,2,70.0,54.0,47.0,61.0,18.0,65.0,44,59,41,34,31,62,44,67,52,43,ST
177,70,0,2,76.0,28.0,47.0,60.0,51.0,58.0,45,41,30,33,22,76,66,44,73,35,LB
172,65,1,2,64.0,50.0,61.0,68.0,38.0,49.0,57,29,55,56,67,76,81,67,45,49,CM
170,65,1,2,54.0,57.0,58.0,60.0,54.0,49.0,60,51,50,38,58,60,59,76,35,50,RM
173,73,1,2,63.0,44.0,53.0,58.0,56.0,62.0,60,44,35,38,55,65,74,65,60,33,RB
184,91,0,2,53.0,42.0,48.0,36.0,59.0,67.0,40,59,49,45,43,36,42,71,43,60,CB
180,58,1,2,73.0,56.0,41.0,60.0,20.0,57.0,38,58,34,30,30,68,75,68,54,63,ST
172,74,1,2,76.0,45.0,52.0,58.0,55.0,59.0,49,41,43,39,55,60,76,58,54,45,RB
181,80,1,2,68.0,58.0,48.0,59.0,26.0,59.0,30,58,31,33,53,54,60,56,53,59,ST
173,69,0,2,66.0,64.0,55.0,59.0,22.0,45.0,62,44,50,40,50,62,78,52,33,50,LW
181,76,1,2,65.0,54.0,58.0,59.0,52.0,60.0,45,58,49,47,67,56,63,62,67,56,CM
186,75,1,2,71.0,62.0,48.0,60.0,22.0,66.0,49,56,42,39,43,71,55,74,73,63,CF
182,72,1,2,61.0,32.0,52.0,50.0,56.0,57.0,32,45,39,34,60,57,64,61,55,41,CDM
176,64,0,3,72.0,53.0,52.0,63.0,28.0,46.0,48,37,57,52,41,78,80,45,43,52,RW
183,76,1,2,71.0,57.0,48.0,59.0,20.0,58.0,45,62,47,28,46,64,63,67,46,57,ST
190,77,0,3,75.0,59.0,40.0,55.0,18.0,55.0,35,55,35,34,31,44,44,79,32,65,ST
177,68,1,2,86.0,59.0,38.0,60.0,18.0,44.0,24,39,32,22,27,70,73,41,29,66,ST
193,80,1,3,69.0,56.0,48.0,58.0,20.0,57.0,28,55,40,44,50,63,54,61,31,64,CAM
175,72,1,2,66.0,56.0,55.0,60.0,41.0,55.0,57,53,51,44,56,65,69,60,50,45,RM
168,78,1,2,83.0,57.0,53.0,60.0,23.0,61.0,53,52,52,36,49,78,73,66,47,53,ST
177,65,1,2,61.0,29.0,54.0,55.0,53.0,57.0,31,49,34,30,61,56,72,58,61,35,CDM
175,66,1,2,65.0,57.0,52.0,59.0,60.0,50.0,38,55,37,36,61,53,77,63,51,37,CM
180,79,1,2,77.0,31.0,49.0,53.0,51.0,72.0,56,53,25,30,54,58,58,66,66,38,RB
180,73,0,2,70.0,44.0,60.0,62.0,48.0,59.0,53,48,43,39,63,68,72,58,54,31,CM
181,79,1,2,66.0,46.0,52.0,54.0,55.0,65.0,39,44,45,31,55,53,65,63,56,40,CDM
180,75,1,2,69.0,58.0,49.0,58.0,24.0,55.0,55,60,44,60,38,63,57,71,34,54,ST
181,73,1,2,72.0,27.0,45.0,54.0,55.0,60.0,44,49,32,32,50,68,70,64,49,33,RB
182,70,1,2,61.0,26.0,39.0,43.0,60.0,62.0,25,51,28,28,40,60,61,69,59,35,CB
180,76,1,2,77.0,62.0,47.0,54.0,21.0,48.0,47,62,52,32,32,76,65,68,40,66,ST
180,72,1,3,70.0,50.0,57.0,63.0,41.0,57.0,55,49,56,49,62,60,71,54,52,55,RW
175,70,0,2,72.0,45.0,58.0,61.0,32.0,45.0,54,28,57,33,56,67,72,59,37,38,CAM
175,68,0,2,64.0,52.0,57.0,57.0,56.0,54.0,58,45,39,31,57,60,76,65,60,40,LB
172,64,1,2,69.0,50.0,51.0,63.0,29.0,50.0,49,25,35,34,38,57,74,50,34,49,RW
175,65,1,2,75.0,52.0,52.0,62.0,33.0,51.0,51,49,59,61,46,73,67,62,49,58,LM
168,72,0,3,75.0,53.0,53.0,67.0,35.0,51.0,54,31,57,51,50,80,79,50,48,38,CAM
180,71,1,2,61.0,29.0,43.0,46.0,60.0,59.0,29,60,25,33,44,45,60,62,55,44,CB
176,67,0,2,72.0,52.0,55.0,60.0,24.0,52.0,56,38,47,44,51,65,70,61,44,49,LW
182,71,0,2,66.0,52.0,61.0,63.0,51.0,45.0,51,51,52,54,66,62,64,58,41,53,CM
178,70,1,2,58.0,38.0,55.0,54.0,57.0,57.0,41,59,47,48,62,54,70,61,64,50,CDM
194,84,0,2,60.0,29.0,32.0,34.0,59.0,68.0,30,52,29,28,32,43,33,69,49,46,CB
170,65,0,2,71.0,48.0,54.0,64.0,33.0,43.0,57,47,52,41,49,56,87,48,39,62,LM
183,75,1,2,75.0,63.0,44.0,64.0,17.0,43.0,50,41,65,47,35,75,45,57,35,53,ST
178,74,1,3,80.0,58.0,46.0,58.0,23.0,56.0,39,57,44,35,35,62,70,69,28,59,ST
170,60,1,4,64.0,57.0,55.0,61.0,40.0,49.0,61,35,42,35,45,72,55,51,30,55,LW
175,69,0,2,72.0,39.0,55.0,63.0,53.0,46.0,55,33,46,29,57,70,75,47,29,40,LM
185,76,1,2,66.0,48.0,52.0,53.0,56.0,62.0,46,64,54,56,57,65,58,70,60,57,CB
173,72,1,2,70.0,30.0,49.0,55.0,53.0,68.0,55,44,30,25,51,56,71,63,53,31,RB
184,72,0,2,67.0,51.0,59.0,61.0,37.0,57.0,55,43,52,45,61,65,68,59,53,48,CAM
180,73,0,2,60.0,37.0,46.0,60.0,56.0,55.0,59,49,36,41,35,59,66,59,60,46,LWB
188,74,1,2,63.0,32.0,33.0,39.0,61.0,57.0,29,59,31,35,28,45,54,70,53,43,CB
181,70,1,3,67.0,49.0,53.0,66.0,30.0,38.0,56,39,57,38,42,70,67,47,31,40,LW
178,68,1,2,80.0,56.0,41.0,59.0,20.0,48.0,28,58,37,30,33,55,72,70,29,60,ST
170,65,1,3,62.0,54.0,54.0,59.0,38.0,49.0,47,45,33,35,55,57,64,62,61,62,CAM
175,77,1,2,62.0,61.0,44.0,54.0,29.0,69.0,35,62,41,32,38,65,74,72,58,60,ST
179,72,1,2,56.0,30.0,36.0,41.0,60.0,61.0,28,59,29,33,36,56,62,70,58,42,CB
182,73,1,2,64.0,50.0,57.0,55.0,49.0,58.0,40,48,36,37,67,63,64,58,59,45,CM
173,67,0,4,88.0,43.0,48.0,66.0,23.0,46.0,52,29,48,34,41,89,92,48,31,43,RW
180,62,1,2,62.0,45.0,57.0,64.0,37.0,38.0,50,38,52,45,58,72,69,58,29,44,CAM
186,80,1,2,58.0,26.0,37.0,36.0,62.0,63.0,26,59,31,26,38,49,57,66,46,35,CB
184,79,0,2,66.0,33.0,42.0,47.0,59.0,68.0,31,48,28,24,49,57,68,66,50,30,CB
185,75,0,2,67.0,29.0,41.0,35.0,58.0,66.0,29,62,26,31,49,63,60,67,59,37,CB
173,68,0,2,75.0,52.0,54.0,55.0,27.0,52.0,60,45,40,31,53,65,78,55,28,55,LM
183,77,0,2,66.0,32.0,52.0,53.0,57.0,58.0,46,56,36,33,58,64,60,57,41,29,LB
164,59,0,2,61.0,27.0,50.0,46.0,58.0,44.0,50,42,37,28,53,55,89,61,44,43,LB
182,75,1,2,67.0,50.0,53.0,64.0,26.0,53.0,53,42,53,48,51,68,67,49,41,49,LM
175,63,1,2,67.0,52.0,58.0,60.0,54.0,47.0,60,49,35,32,55,59,70,62,49,39,CM
170,67,1,3,65.0,56.0,59.0,60.0,53.0,53.0,55,44,57,49,58,60,63,55,38,61,CM
175,67,1,2,67.0,48.0,54.0,58.0,53.0,53.0,43,49,45,38,59,48,55,57,49,39,CM
192,85,1,2,55.0,57.0,42.0,51.0,28.0,67.0,25,64,30,28,32,54,41,80,56,55,ST
175,75,1,4,77.0,59.0,47.0,63.0,27.0,59.0,48,51,51,43,39,77,70,76,48,56,RW
183,75,0,2,68.0,59.0,48.0,64.0,22.0,58.0,55,48,57,43,40,67,64,53,43,56,RM
175,76,1,2,57.0,48.0,56.0,59.0,52.0,66.0,53,43,44,43,59,58,66,56,64,44,CM
175,74,1,2,64.0,44.0,48.0,55.0,56.0,61.0,47,59,55,40,50,58,78,57,58,60,RB
175,72,1,3,60.0,55.0,56.0,56.0,53.0,54.0,45,45,40,51,57,55,63,57,56,55,CM
185,86,1,2,60.0,24.0,43.0,42.0,59.0,66.0,42,52,31,21,51,44,47,67,54,33,CB
180,73,1,2,62.0,26.0,51.0,42.0,59.0,60.0,58,61,35,40,57,55,65,70,55,55,CB
162,49,1,3,70.0,47.0,55.0,69.0,53.0,39.0,56,46,52,51,53,88,96,72,61,48,RM
183,74,0,2,63.0,50.0,62.0,60.0,49.0,50.0,56,46,55,53,64,60,60,49,47,58,CAM
183,74,0,2,55.0,28.0,41.0,44.0,63.0,54.0,51,55,37,33,39,50,44,50,65,38,LB
181,75,1,2,72.0,38.0,51.0,53.0,60.0,57.0,44,57,31,28,55,67,42,58,66,24,CDM
182,82,1,2,59.0,30.0,45.0,52.0,59.0,64.0,49,61,29,21,51,47,59,70,55,40,CB
167,70,1,2,76.0,50.0,56.0,64.0,50.0,51.0,50,40,46,43,59,90,91,56,70,45,CM
180,79,1,2,73.0,37.0,49.0,57.0,54.0,65.0,54,49,46,40,43,69,71,67,55,44,RB
180,69,0,2,53.0,46.0,59.0,63.0,53.0,47.0,47,53,53,46,60,54,73,57,56,42,CM
187,74,1,2,57.0,53.0,58.0,66.0,40.0,55.0,52,43,56,52,60,64,59,53,50,61,CAM
175,65,1,3,74.0,50.0,56.0,63.0,47.0,48.0,48,35,54,40,55,80,75,60,46,42,RW
189,76,1,2,64.0,53.0,55.0,59.0,56.0,64.0,45,54,35,45,57,57,58,55,65,42,CM
176,65,1,2,59.0,43.0,51.0,56.0,58.0,57.0,44,52,30,34,55,53,69,62,51,39,CDM
185,75,1,2,61.0,28.0,40.0,43.0,58.0,67.0,35,62,30,29,42,50,57,79,61,40,CB
181,75,0,2,67.0,29.0,52.0,57.0,53.0,45.0,60,45,48,33,47,84,82,58,48,34,LB
174,74,1,2,71.0,38.0,58.0,58.0,49.0,54.0,50,43,42,40,62,81,79,53,51,41,CM
185,75,1,2,57.0,59.0,40.0,55.0,55.0,65.0,30,64,52,33,30,54,58,62,53,60,ST
181,81,0,2,66.0,42.0,54.0,55.0,55.0,72.0,51,53,45,39,58,58,75,66,59,47,CDM
182,76,1,2,66.0,42.0,54.0,48.0,54.0,64.0,39,47,36,38,60,62,66,59,54,46,CDM
184,83,1,3,74.0,57.0,43.0,60.0,23.0,61.0,35,52,42,30,29,70,68,74,44,49,ST
178,75,1,2,60.0,32.0,47.0,57.0,56.0,57.0,56,55,30,27,46,75,72,64,62,31,RWB
187,79,1,2,70.0,56.0,52.0,59.0,53.0,63.0,55,37,39,36,46,57,59,48,59,52,RWB
188,75,1,2,60.0,62.0,46.0,58.0,20.0,63.0,40,57,48,34,40,63,73,70,49,56,ST
178,70,1,2,76.0,47.0,55.0,57.0,47.0,57.0,53,59,46,48,59,66,72,58,58,49,LM
185,71,0,2,58.0,28.0,40.0,45.0,58.0,62.0,23,58,25,26,48,58,63,68,53,39,CB
180,73,0,2,73.0,45.0,55.0,62.0,37.0,56.0,43,44,52,49,55,59,60,57,48,45,CAM
180,70,1,2,71.0,55.0,57.0,62.0,27.0,46.0,57,52,50,45,47,72,70,50,45,50,LW
185,79,1,2,66.0,45.0,56.0,59.0,57.0,66.0,53,51,42,38,58,51,54,58,64,43,CM
176,70,0,2,67.0,50.0,52.0,63.0,42.0,53.0,53,36,56,36,50,76,73,44,46,51,LM
181,79,1,2,63.0,60.0,44.0,56.0,36.0,67.0,27,58,52,33,43,63,64,71,68,55,ST
175,63,1,4,89.0,51.0,48.0,63.0,25.0,41.0,54,36,50,39,42,75,80,41,33,55,RW
184,76,1,2,68.0,51.0,56.0,59.0,52.0,50.0,48,37,42,36,55,48,47,48,55,37,CAM
188,82,0,2,82.0,49.0,52.0,62.0,31.0,53.0,51,48,43,43,50,71,67,52,39,45,LM
171,64,1,2,72.0,56.0,51.0,64.0,27.0,48.0,50,40,39,40,45,75,90,46,30,51,LW
186,75,1,2,62.0,32.0,37.0,41.0,62.0,58.0,36,59,26,32,34,48,56,72,56,39,CB
176,72,1,2,71.0,65.0,54.0,61.0,26.0,51.0,52,46,55,48,55,73,76,55,34,61,LM
171,70,1,2,79.0,50.0,53.0,59.0,39.0,60.0,55,57,53,41,53,78,67,57,52,50,RM
175,69,1,2,71.0,28.0,46.0,55.0,56.0,55.0,56,43,38,32,37,56,48,63,51,37,RWB
176,68,1,3,72.0,53.0,53.0,63.0,30.0,46.0,53,37,60,49,49,74,74,46,44,55,LM
187,80,1,2,59.0,53.0,47.0,49.0,59.0,62.0,46,61,39,40,43,61,61,61,60,52,CB
182,75,0,2,63.0,53.0,55.0,63.0,44.0,52.0,47,42,57,44,54,66,62,56,46,49,CAM
185,75,1,2,55.0,26.0,45.0,48.0,58.0,64.0,39,50,41,28,44,43,52,65,59,42,CB
176,64,1,2,70.0,47.0,55.0,59.0,56.0,57.0,47,59,47,42,57,62,78,60,68,50,CDM
181,74,1,2,55.0,30.0,37.0,37.0,63.0,56.0,33,61,36,35,35,45,65,75,54,38,CB
177,70,0,2,68.0,34.0,47.0,50.0,57.0,59.0,52,45,33,35,48,68,72,65,54,34,LB
188,80,1,2,66.0,51.0,55.0,57.0,54.0,67.0,54,52,50,46,56,56,63,63,47,48,RB
180,70,1,2,61.0,43.0,58.0,61.0,55.0,61.0,50,48,52,48,64,63,68,59,61,51,CM
190,83,0,2,56.0,57.0,46.0,58.0,26.0,62.0,46,65,52,37,37,51,47,49,43,57,ST
180,71,0,3,68.0,54.0,56.0,60.0,43.0,51.0,56,45,60,55,52,67,62,44,47,50,RM
180,71,1,2,55.0,42.0,55.0,58.0,51.0,61.0,35,51,36,45,63,51,42,40,57,42,CM
181,72,1,2,76.0,52.0,47.0,65.0,34.0,58.0,49,44,39,38,45,74,72,61,45,50,RM
182,72,1,2,76.0,58.0,53.0,61.0,29.0,44.0,59,43,53,46,48,63,65,40,30,60,RW
187,85,0,2,75.0,30.0,39.0,54.0,57.0,73.0,46,61,31,31,36,67,73,71,56,35,LB
180,74,1,2,70.0,60.0,53.0,64.0,40.0,56.0,57,60,59,46,47,71,67,52,44,55,RM
182,73,1,2,62.0,60.0,44.0,58.0,24.0,50.0,28,60,40,40,38,59,58,49,30,60,ST
178,68,0,2,62.0,51.0,55.0,60.0,50.0,51.0,40,39,51,38,57,61,71,59,60,44,CM
191,83,1,2,52.0,30.0,42.0,45.0,58.0,67.0,33,57,22,26,38,39,56,50,62,38,CB
188,81,1,2,66.0,31.0,48.0,48.0,59.0,62.0,52,57,32,30,48,56,50,58,54,38,CB
186,81,1,2,60.0,44.0,54.0,48.0,57.0,67.0,52,59,42,45,55,56,63,72,59,51,CB
175,55,0,2,76.0,55.0,55.0,58.0,49.0,37.0,60,37,43,36,58,57,84,40,34,57,LM
173,63,1,2,72.0,42.0,59.0,58.0,57.0,58.0,49,54,44,46,64,70,74,60,61,47,CM
185,70,1,2,67.0,26.0,42.0,53.0,59.0,60.0,24,61,22,19,52,60,63,61,57,28,CB
173,66,0,2,75.0,30.0,46.0,55.0,51.0,62.0,60,44,33,36,38,75,75,49,50,45,LB
181,68,1,2,58.0,60.0,40.0,56.0,28.0,59.0,30,70,33,27,27,53,68,66,55,68,ST
172,64,1,2,67.0,49.0,61.0,65.0,44.0,43.0,49,46,57,54,68,59,82,55,49,56,CM
192,80,1,2,65.0,45.0,53.0,55.0,59.0,63.0,45,59,45,42,55,55,53,60,64,48,CDM
178,76,1,2,60.0,40.0,55.0,60.0,54.0,62.0,50,53,46,35,60,72,67,64,58,44,CDM
180,71,1,2,61.0,29.0,46.0,54.0,59.0,59.0,32,53,39,29,54,47,66,65,57,41,CDM
186,74,1,2,62.0,50.0,63.0,62.0,44.0,49.0,53,48,54,53,73,59,55,52,38,53,CM
185,74,1,2,62.0,54.0,60.0,58.0,41.0,47.0,54,51,55,42,61,59,60,51,46,49,CAM
182,75,1,2,56.0,31.0,38.0,38.0,60.0,63.0,36,67,35,31,38,44,63,71,62,22,CB
180,81,1,2,64.0,33.0,39.0,56.0,61.0,61.0,53,48,36,38,30,53,61,57,57,42,CB
193,85,1,2,61.0,29.0,36.0,37.0,60.0,65.0,30,55,22,23,35,46,41,65,50,37,CB
175,70,1,2,75.0,52.0,53.0,57.0,39.0,58.0,61,38,54,34,51,55,64,62,33,47,RM
175,65,0,2,65.0,50.0,64.0,64.0,52.0,48.0,62,45,54,55,66,63,75,54,57,50,CM
180,75,1,3,54.0,63.0,43.0,57.0,21.0,49.0,35,70,40,41,31,54,63,60,35,68,ST
187,83,0,2,55.0,36.0,56.0,48.0,59.0,64.0,54,56,55,65,58,55,62,58,60,45,CDM
188,86,1,2,55.0,31.0,38.0,42.0,59.0,65.0,26,60,29,28,42,50,41,62,45,30,CB
178,74,1,3,64.0,55.0,61.0,55.0,46.0,57.0,54,56,43,48,70,51,67,58,67,52,CAM
181,78,0,2,76.0,32.0,41.0,50.0,56.0,60.0,55,52,34,31,28,52,59,61,56,41,LB
171,65,1,2,59.0,51.0,59.0,66.0,46.0,45.0,53,46,55,51,59,74,69,50,42,50,CM
